"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_onshore","lead_solar","lead_commission","cr_wind","cr_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_291",0.8,0.02,0.4,0.17,0.41,0.37,0.51,0.5,0.11,0.36,0.55,0.46,0.35,0.57,0.48,0.343023255813953,0.621951219512195,0.9927,0.924,0.716,0.838,0.201,0.977366255144033,0.877581863979849,0.067,0.272,0.305,0.437,0.209
"S3_292",0.51,0.9,0.46,0.44,0.69,0.74,0.97,0.57,0.06,0.23,0.22,0.97,0.09,0.44,0.67,0.517441860465116,0.652439024390244,0.3158,0.3361,0.389,0.477,0.059,0.405349794238683,0.269017632241814,0.757,0.118,0.345,0.078,0.991
"S3_293",0.59,0.47,0.03,0.37,0.67,0.54,0.85,0.51,0.8,0.35,0.25,0.21,0.11,0.95,0.68,0.255813953488372,0.932926829268293,0.7648,0.5125,0.656,0.289,0.186,0.646090534979424,0.0272040302267003,0.427,0.979,0.941,0.138,0.918
"S3_294",0.37,0.81,0.99,0.43,0.81,0.45,0.36,0.03,0.41,0.54,0.64,0.65,0.19,0.6,0.01,0.703488372093023,0.628048780487805,0.1726,0.8373,0.551,0.9665,0.618,0.395061728395062,0.255919395465995,0.846,0.049,0.841,0.59,0.805
"S3_295",0.32,0.26,0.12,1,0.84,0.58,0.76,0.24,0.59,0.32,1,0.7,0.62,0.95,0.23,0.994186046511628,0.103658536585366,0.9378,0.4137,0.521,0.48,0.7,0.47119341563786,0.164231738035264,0.385,0.516,0.668,0.103,0.091
"S3_296",0.75,0.21,0.71,0.31,0.02,0.54,0.43,0.47,0.55,0.15,0.8,0.09,0.61,0.08,0.99,0.895348837209302,0.158536585365854,0.5272,0.3224,0.901,0.818,0.174,0.995884773662551,0.545088161209068,0.204,0.819,0.093,0.694,0.183
"S3_297",0.83,0.43,0.74,0.46,0.36,0.45,0.6,0.87,0.07,0.71,0.97,0.8,0.68,0.1,0.15,0.116279069767442,0.975609756097561,0.7736,0.5781,0.217,0.7,0.602,0.779835390946502,0.125944584382872,0.433,0.605,0.594,0.443,0.964
"S3_298",0.77,0.07,0.8,0.88,0.96,0.48,0.7,0.13,0.95,0.4,0.35,0.12,0.69,0.83,0.46,0.180232558139535,0.975609756097561,0.4104,0.0760000000000002,0.444,0.3775,0.221,0.279835390946502,0.441813602015113,0.032,0.64,0.877,0.351,0.064
"S3_299",0.02,0.41,0.48,0.2,0.59,0.27,0.66,0.16,0.32,0.42,0.71,0.41,0.91,0.31,0.43,0.430232558139535,0.481707317073171,0.1312,0.2126,0.563,0.3035,0.171,0.512345679012346,0.534508816120907,0.508,0.278,0.729,0.207,0.499
"S3_300",0.28,0.87,0.31,0.3,0.47,0.18,0.66,0.12,0.88,0.33,0.88,0.27,0.13,0.74,0.12,0.784883720930232,0.189024390243902,0.3493,0.263,0.3,0.6325,0.194,0.148148148148148,0.858942065491184,0.653,0.168,0.075,0.095,0.91
"S3_301",0.47,0.56,0.37,0.91,1,0.55,0.68,0.94,0.86,0.88,0.36,0.37,0.7,0.29,0.07,0.25,0.621951219512195,0.00309999999999988,0.8901,0.695,0.082,0.634,0.0967078189300412,0.392443324937028,0.976,0.678,0.356,0.416,0.839
"S3_302",0.15,0.36,0.38,0.04,0.43,0.66,0.74,0.64,0.18,0.94,0.71,0.09,0.4,0.73,0.62,0.563953488372093,0.359756097560976,0.1529,0.9043,0.6,0.3265,0.994,0.199588477366255,0.755163727959698,0.128,0.761,0.19,0.891,0.732
"S3_303",0.85,0.71,0.03,0.69,0.24,0.48,0.36,0.24,0.42,0.98,0.34,0.83,0.32,0.96,0.86,0.180232558139535,0.713414634146341,0.1166,0.9192,0.089,0.0225,0.807,0.351851851851852,0.223173803526448,0.039,0.474,0.645,0.242,0.273
"S3_304",0.13,0.33,0.07,0.7,0.82,0.06,0.62,0.28,0.04,0.96,0.75,0.81,0.1,0.21,0.37,0.959302325581395,0.615853658536585,0.3597,0.4119,0.097,0.3175,0.075,0.693415637860082,0.936523929471033,0.758,0.005,0.873,0.107,0.356
"S3_305",0.85,0.78,0.98,0.44,0.24,0.62,0.71,0.39,0.97,1,0.26,0.83,0.76,0.75,0.43,0.36046511627907,0.75609756097561,0.3359,0.3217,0.568,0.116,0.1,0.00823045267489708,0.214609571788413,0.886,0.546,0.871,0.648,0.919
"S3_306",0.78,0.43,0.7,0.83,0.48,0.86,0.13,0.95,0.95,0.28,0.77,0.89,0.44,0.05,0.04,0.180232558139535,0.646341463414634,0.7669,0.6853,0.233,0.0195,0.946,0.146090534979424,0.346599496221663,0.377,0.7,0.11,0.23,0.961
"S3_307",0.81,0.26,0.08,0.1,0.57,0.92,0.94,0.46,0.5,0.05,0.42,0.4,0.47,0.63,0.44,0.145348837209302,0.310975609756098,0.3043,0.7815,0.839,0.2715,0.291,0.695473251028806,0.133501259445844,0.257,0.814,0.842,0.778,0.808
"S3_308",0.64,0.4,0.27,1,0.18,0.68,0.06,0.68,0.33,0.2,0.69,0.57,0.67,0.17,0.75,0.994186046511628,0.207317073170732,0.6257,0.9648,0.423,0.9655,0.664,0.407407407407407,0.920906801007557,0.264,0.002,0.249,0.484,0.655
"S3_309",0.28,0.06,0.95,0.11,0.76,0.97,0.45,0.05,0.2,0.63,0.82,0.47,0.49,0.97,0.34,0.476744186046511,0.341463414634146,0.2758,0.5616,0.131,0.689,0.231,0.592592592592593,0.601007556675063,0.459,0.713,0.176,0.031,0.645
"S3_310",0.3,0.44,0.39,0.79,0.22,0.04,0.63,0.84,0.45,0.89,0.49,0.86,0.98,0.22,0.99,0.866279069767442,0.713414634146341,0.517,0.7617,0.477,0.8065,0.714,0.465020576131687,0.963727959697733,0.314,0.652,0.569,0.285,0.464
"S3_311",0.95,0.58,0.33,0.62,0.07,0.94,0.25,0.51,0.37,0.27,0.28,0.32,0.6,0.96,0.06,0.63953488372093,0.969512195121951,0.0901,0.1747,0.218,0.72,0.642,0.656378600823045,0.112846347607053,0.238,0.29,0.34,0.238,0.349
"S3_312",0.16,0.24,0.93,0.95,0.02,0.52,0.28,0.21,0.73,0.6,0.65,0.03,0.96,0.02,0.82,0.947674418604651,0.00609756097560976,0.9139,0.8855,0.344,0.7955,0.596,0.117283950617284,0.493198992443325,0.084,0.568,0.205,0.941,0.11
"S3_313",0.4,0.42,0.98,0.67,0.32,0.56,0.25,0.09,0.1,0.59,0.87,0.43,0.18,0.37,0.63,0.651162790697674,0.439024390243902,0.9543,0.6043,0.958,0.1625,0.213,0.588477366255144,0.0675062972292192,0.752,0.604,0.732,0.908,0.552
"S3_314",0.09,0.88,0.2,0.85,0.14,0.99,0.24,0.35,0.08,0.69,0.45,0.69,0.59,0.3,0.96,0.372093023255814,0.219512195121951,0.7766,0.4261,0.718,0.926,0.375,0.720164609053498,0.595465994962217,0.522,0.306,0.21,0.316,0.671
"S3_315",0.17,0.54,0.55,0.88,0.72,0.24,0.44,0.13,0.81,0.47,0.76,0.66,0.37,0.79,0.36,0.66860465116279,0.0670731707317074,0.0971,0.9736,0.874,0.931,0.801,0.0555555555555556,0.209571788413098,0.868,0.94,0.498,0.146,0.591
"S3_316",0.11,0.66,0.94,0.14,0.44,0.13,1,0.65,0.36,0.44,0.22,0.21,0.91,0.13,0.67,0.488372093023256,0.189024390243902,0.1866,0.6133,0.855,0.708,0.675,0.0452674897119342,0.95919395465995,0.452,0.549,0.216,0.955,0.895
"S3_317",0.26,0.27,0.24,0.23,0.76,0.6,0.65,0.43,0.33,0.25,0.03,0.78,0.85,0.9,0.64,0.453488372093023,0.0487804878048781,0.5094,0.6313,0.869,0.4115,0.578,0.800411522633744,0.734508816120907,0.916,0.347,0.784,0.406,0.784
"S3_318",0.63,0.15,0.78,0.72,0.13,0.19,0.98,0.66,0.22,0.43,0.61,0.64,0.35,0.53,0.58,0.011627906976744,0.640243902439024,0.7249,0.8263,0.158,0.9945,0.981,0.709876543209876,0.228715365239295,0.664,0.716,0.898,0.392,0.7
"S3_319",0.97,0.7,0.92,0.35,0.07,0.73,0.49,0.19,0.31,0.45,0.19,0.34,0.27,0.92,0.34,0.976744186046512,0.878048780487805,0.4787,0.4847,0.79,0.4545,0.299,0.539094650205761,0.916372795969773,0.694,0.162,0.465,0.421,0.914
"S3_320",0.22,0.54,0.89,0.01,0.84,0.32,0.23,0.15,0.91,0.67,0.59,0.11,0.01,0.33,0.91,0.168604651162791,0.896341463414634,0.1254,0.4049,0.0089999999999999,0.487,0.958,0.578189300411523,0.814609571788413,0.34,0.081,0.17,0.4,0.149
"S3_321",0.33,0.1,1,0.43,0.09,0.23,0.69,0.66,0.06,0.12,0.23,0.03,0.37,0.83,0.63,0.424418604651163,0.225609756097561,0.5151,0.1672,0.875,0.982,0.992,0.234567901234568,0.949622166246852,0.747,0.886,0.084,0.626,0.32
"S3_322",0.84,0.41,0.48,0.22,0.58,0.36,0.36,0.28,0.65,0.27,0.24,0.35,0.07,0.87,0.85,0.401162790697674,0.847560975609756,0.5216,0.5173,0.25,0.2335,0.416,0.504115226337448,0.847858942065491,0.146,0.154,0.991,0.914,0.497
"S3_323",0.67,0.65,0.24,0.41,0.58,0.54,0.25,0.38,0.74,0.76,0.17,0.37,0.03,0.98,0.03,0.66860465116279,0.98780487804878,0.2628,0.8626,0.741,0.1815,0.182,0.936213991769547,0.193450881612091,0.77,0.218,0.001,0.883,0.042
"S3_324",0.1,0.81,0.45,0.82,0.59,0.81,0.01,0.35,0.48,0.51,0.27,0.44,0.63,0.81,0.88,0.459302325581395,0.329268292682927,0.3465,0.0565999999999999,0.492,0.7245,0.955,0.837448559670782,0.212594458438287,0.411,0.297,0.939,0.389,0.109
"S3_325",0.21,0.04,0.5,0.35,0.55,0.74,0.21,0.26,0.14,0.28,0.5,0.57,0.87,0.53,0.89,0.697674418604651,0.481707317073171,0.3932,0.1164,0.528,0.1315,0.876,0.508230452674897,0.0695214105793451,0.888,0.839,0.889,0.987,0.847
"S3_326",0.08,0.01,0.27,0.71,0.98,0.07,0.23,0.43,0.04,0.38,0.77,0.94,0.77,0.79,0.18,0.308139534883721,0.390243902439024,0.6148,0.9268,0.378,0.1395,0.364,0.246913580246914,0.284130982367758,0.966,0.399,0.977,0.321,1
"S3_327",0.2,0.43,0.77,0.03,0.17,0.36,0.47,0.37,0.94,0.29,0.84,0.38,0.27,0.31,0.94,1,0.823170731707317,0.2721,0.1283,0.826,0.5465,0.113,0.393004115226337,0.235264483627204,0.218,0.824,0.545,0.08,0.18
"S3_328",0.79,0.92,0.61,0.35,0.34,0.22,0.79,0.36,0.59,0.91,0.29,0.39,0.46,0.1,0.18,0.831395348837209,0.75609756097561,0.633,0.2275,0.721,0.3055,0.124,0.880658436213992,0.932493702770781,0.269,0.776,0.702,0.087,0.72
"S3_329",0.71,0.42,0.01,0.9,0.83,0.64,0.15,0.34,0.46,0.22,0.89,0.39,0.14,0.55,0.41,0.13953488372093,0.195121951219512,0.0959,0.0847000000000001,0.226,0.248,0.331,0.362139917695473,0.419143576826197,0.466,0.066,0.333,0.015,0.784
"S3_330",0.37,0.63,0.25,0.95,0.47,0.41,0.35,0.76,0.83,0.46,0.79,0.67,0.1,0.17,0.5,0.0465116279069766,0.353658536585366,0.4145,0.3652,0.467,0.2155,0.26,0.893004115226337,0.154156171284635,0.825,0.102,0.612,0.82,0.374
"S3_331",0.4,0.86,0.35,0.91,0.87,0.58,0.07,0.21,0.71,0.15,0.91,0.4,0.68,0.87,0.35,0.552325581395349,0.878048780487805,0.0669,0.7502,0.831,0.0995,0.392,0.520576131687243,0.767254408060454,0.17,0.143,0.33,0.328,0.896
"S3_332",0.15,0.46,0.99,0.39,0.87,0.12,0.64,0.33,0.93,0.93,0.54,0.37,0.17,0.26,0.98,0.226744186046512,0.310975609756098,0.6285,0.0356999999999999,0.141,0.492,0.897,0.62962962962963,0.122418136020151,0.553,0.261,0.677,0.928,0.776
"S3_333",0.25,0.64,0.88,0.98,0.3,0.98,0.19,0.01,0.71,0.04,0.17,0.63,0.47,0.55,0.25,0.494186046511628,0.823170731707317,0.3274,0.9001,0.682,0.573,0.832,0.882716049382716,0.83375314861461,0.742,0.974,0.741,0.296,0.779
"S3_334",0.93,0.19,0.46,0.07,0.45,0.78,0.2,0.25,0.92,0.65,0.96,0.08,0.54,0.1,0.56,0.313953488372093,0.414634146341463,0.1942,0.7135,0.0150000000000001,0.3385,0.786,0.162551440329218,0.021662468513854,0.703,0.543,0.121,0.076,0.6
"S3_335",0.09,0.27,0.25,0.67,0.66,0.13,0.98,0.42,0.29,0.24,0.48,0.5,0.21,0.57,0.96,0.877906976744186,0.969512195121951,0.9345,0.5865,0.312,0.7925,0.302,0.790123456790123,0.764231738035264,0.256,0.308,0.139,0.324,0.641
"S3_336",0.67,0.15,0.66,0.31,0.13,0.66,0.32,0.78,0.09,0.53,0.28,0.04,0.7,0.38,0.75,0.151162790697674,0.298780487804878,0.8371,0.2784,0.804,0.4755,0.657,0.625514403292181,0.62015113350126,0.345,0.222,0.184,0.32,0.841
"S3_337",0.17,0.54,0.09,0.78,0.29,0.81,0.39,0.87,0.46,0.89,0.18,0.18,0.85,0.56,0.04,0.941860465116279,0.884146341463415,0.535,0.5066,0.0510000000000002,0.4685,0.235,0.582304526748971,0.649370277078086,0.146,0.197,0.064,0.027,0.211
"S3_338",0.67,0.84,0.43,0.79,0.65,0.16,0.19,0.93,0.49,0.08,0.38,0.37,0.18,0.78,0.96,0.912790697674419,0.274390243902439,0.4534,0.6499,0.53,0.8565,0.965,0.0987654320987655,0.231738035264484,0.503,0.228,0.37,0.455,0.639
"S3_339",0.13,0.03,0.02,0.47,0.76,0.59,0.67,0.23,0.29,0.17,0.72,0.08,0.95,0.42,0.24,0.738372093023256,0.0853658536585367,0.0642,0.429,0.893,0.02,0.351,0.874485596707819,0.530478589420655,0.918,0.453,0.081,0.98,0.709
"S3_340",0.85,0.72,0.13,0.15,0.23,0.88,0.92,0.22,0.72,0.56,0.77,0.19,0.29,0.61,0.53,0.238372093023256,0.0426829268292683,0.69,0.9808,0.393,0.4985,0.828,0.687242798353909,0.0483627204030227,0.044,0.742,0.686,0.774,0.781
"S3_341",0.72,0.92,0.83,0.18,0.2,0.08,0.99,0.42,0.92,0.67,0.12,0.08,0.33,0.2,0.02,0.447674418604651,0.560975609756097,0.1895,0.0623999999999999,0.181,0.171,0.89,0.606995884773663,0.178337531486146,0.035,0.982,0.492,0.071,0.618
"S3_342",0.07,0.31,0.59,0.11,0.06,0.79,0.86,0.52,0.55,0.66,0.12,0.74,0.54,0.86,0.07,0.5,0.298780487804878,0.6449,0.7046,0.519,0.527,0.865,0.308641975308642,0.668010075566751,0.287,0.095,0.987,0.27,0.91
"S3_343",0.69,0.22,0.76,0.39,0.79,0.37,0.32,0.3,0.33,0.23,0.28,0.52,0.91,0.9,0.84,0,0.25,0.4735,0.1191,0.707,0.405,0.253,0.257201646090535,0.894206549118388,0.312,0.646,0.395,0.637,0.735
"S3_344",0.86,0.56,0.36,0.38,0.77,0.89,0.92,0.57,0.97,0.23,0.24,0.09,0.24,0.18,0.98,0.906976744186046,0.5,0.3826,0.0486999999999998,0.0760000000000001,0.2075,0.524,0.713991769547325,0.47808564231738,0.116,0.421,0.641,0.753,0.675
"S3_345",0.77,0.37,0.44,0.61,0.26,0.7,0.5,0.44,0.81,0.95,0.51,0.31,0.1,0.72,0.21,0.726744186046511,0.957317073170732,0.5449,0.1462,0.936,0.6135,0.87,0.358024691358025,0.0236775818639799,0.026,0.433,0.268,0.997,0.97
"S3_346",0.54,0.85,0.6,0.03,0.31,0.1,0.48,0.1,0.15,0.77,0.4,0.82,0.51,0.98,0.83,0.604651162790698,0.280487804878049,0.4169,0.1,0.978,0.832,0.371,0.458847736625514,0.331486146095718,0.097,0.022,0.144,0.782,0.792
"S3_347",0.38,0.01,0.56,0.09,0.7,0.16,0.59,0.53,0.13,0.71,0.13,0.83,0.08,1,0.83,0.558139534883721,0.219512195121951,0.7523,0.5693,0.947,0.195,0.743,0.0144032921810699,0.30176322418136,0.088,0.466,0.918,0.466,0.284
"S3_348",0.87,0.93,0.24,0.06,0.08,1,0.66,0.49,0.43,0.14,1,0.62,0.88,0.67,0.32,0.290697674418604,0.103658536585366,0.7135,0.8115,0.258,0.211,0.842,0.419753086419753,0.248362720403023,0.454,0.031,0.967,0.999,0.363
"S3_349",0.87,0.65,0.9,0.64,0.06,0.25,0.59,0.24,0.08,0.29,0.73,0.01,0.21,0.75,0.82,0.813953488372093,0.0304878048780488,0.6218,0.3978,0.116,0.749,0.452,0.833333333333333,0.521410579345088,0.716,0.075,0.382,0.586,0.138
"S3_350",0.93,0.76,0.43,0.97,0.53,0.77,0.61,0.98,0.41,0.74,0.64,0.06,0.98,0.03,0.32,0.854651162790698,0.51219512195122,0.0855,0.1907,0.759,0.0975,0.539,0.685185185185185,0.470025188916877,0.81,0.939,0.242,0.694,0.791
"S3_351",0.76,0.89,0.76,0.47,0.28,0.9,0.81,0.42,0.05,0.91,0.99,0.74,0.51,0.18,0.42,0.0290697674418603,0.23780487804878,0.1358,0.1532,0.213,0.384,0.022,0.290123456790123,0.130478589420655,0.077,0.553,0.868,0.76,0.788
"S3_352",0.98,0.35,0.16,0.16,0.41,0.12,0.81,0.5,0.06,0.15,0.14,0.38,0.8,0.81,0.44,0.482558139534884,0.347560975609756,0.5987,0.3323,0.00800000000000001,0.6315,0.579,0.401234567901234,0.354156171284635,0.713,0.47,0.008,0.017,0.824
"S3_353",0.68,0.48,0.53,0.39,0.3,0.33,0.47,0.93,0.45,0.58,0.04,0.92,0.39,0.58,0.29,0.168604651162791,0.524390243902439,0.722,0.2942,0.188,0.516,0.582,0.335390946502058,0.195465994962217,0.801,0.342,0.468,0.567,0.572
"S3_354",0.61,0.15,0.9,0.91,0.67,0.83,0.62,0.03,0.11,0.32,0.8,0.62,0.78,0.05,0.88,0.104651162790698,0.25609756097561,0.6586,0.3732,0.91,0.532,0.327,0.582304526748971,0.0564231738035265,0.647,0.897,0.614,0.842,0.687
"S3_355",0.41,0.25,0.68,0.93,0.28,0.14,0.46,0.85,0.15,0.45,0.69,0.34,0.75,0.39,0.19,0.186046511627907,0.628048780487805,0.0113,0.109,0.766,0.0845,0.979,0.905349794238683,0.367758186397985,0.693,0.315,0.625,0.251,0.764
"S3_356",0.43,0.31,0.42,0.08,0.23,0.62,0.01,0.68,0.52,0.17,0.14,0.74,0.71,0.58,0.76,0.36046511627907,0.274390243902439,0.6082,0.2681,0.45,0.3285,0.092,0.732510288065843,0.581863979848867,0.541,0.806,0.74,0.304,0.068
"S3_357",0.43,0.26,0.21,0.28,0.23,0.09,0.45,0.72,0.39,0.49,0.74,0.66,0.99,0.24,0.91,0.523255813953488,0.676829268292683,0.1913,0.2669,0.409,0,0.46,0.57201646090535,0.717380352644836,0.343,0.858,0.427,0.754,0.166
"S3_358",0.84,0.41,0.35,0.96,0.88,0.21,0.96,0.7,0.08,0.55,0.83,0.74,0.88,0.86,0.15,0.627906976744186,0.359756097560976,0.2238,0.6531,0.27,0.37,0.292,0.444444444444444,0.706297229219144,0.113,0.913,0.827,0.513,0.568
"S3_359",0.95,0.29,0.91,0.71,0.38,0.08,0.51,0.38,0.12,0.02,0.9,0.52,0.38,0.7,0.86,0.872093023255814,0.0365853658536586,0.9481,0.242,0.387,0.004,0.341,0.730452674897119,0.70176322418136,0.249,0.901,0.813,0.496,0.947
"S3_360",0.33,0.84,0.27,0.6,0.01,0.06,0.86,0.3,0.23,0.79,0.47,0.87,0.65,0.66,0.5,0.203488372093023,0.628048780487805,0.5507,0.7283,0.752,0.1585,0.431,0.423868312757201,0.395969773299748,0.19,0.895,0.635,0.054,0.071
"S3_361",0.03,0.27,0.83,0.96,0.11,0.28,0.28,0.76,0.87,0.19,0.13,0.41,0.31,0.69,0.95,0.331395348837209,0.0853658536585367,0.3613,0.2707,0.784,0.9265,0.533,0.148148148148148,0.564735516372796,0.055,0.747,0.673,0.472,0.263
"S3_362",0.86,0.63,0.89,0.34,0.85,0.55,0.83,0.65,0.03,0.78,0.85,0.71,0.2,0.45,0.32,0.284883720930232,0.859756097560975,0.6414,0.8255,0.0129999999999999,0.3945,0.706,0.432098765432099,0.980856423173804,0.564,0.365,0.999,0.032,0.555
"S3_363",0.98,0.06,0.81,0.37,0.65,0.45,0.38,0.79,0.05,0.07,0.62,0.35,0.81,0.93,0.15,0.941860465116279,0.597560975609756,0.7932,0.1583,0.676,0.9205,0.832,0.3559670781893,0.459445843828715,0.595,0.283,0.237,0.599,0.115
"S3_364",0.59,1,0.64,0.8,0.08,0.82,0.68,0.31,0.78,0.55,0.4,0.63,0.07,0.74,0.35,0.244186046511628,0.554878048780488,0.0574000000000002,0.2464,0.0859999999999999,0.419,0.627,0.705761316872428,0.592947103274559,0.233,0.272,0.071,0.696,0.987
"S3_365",0.97,0.44,0.66,0.56,0.08,0.79,0.18,0.14,0.98,0.3,0.17,0.95,0.38,0.91,0.87,0.883720930232558,0.567073170731707,0.0382000000000001,0.6977,0.827,0.035,0.478,0.00205761316872433,0.734005037783376,0.305,0.062,0.975,0.688,0.222
"S3_366",0.15,0.58,0.33,0.58,0.61,0.06,0.7,0.59,0.37,0.36,0.9,0.34,0.42,0.78,0.29,0.0174418604651161,0.0182926829268293,0.3951,0.4549,0.0760000000000001,0.6605,0.046,0.705761316872428,0.174811083123426,0.803,0.818,0.628,0.903,0.141
"S3_367",0.64,0.25,0.95,0.31,0.96,0.42,0.52,0.45,0.47,0.52,0.99,0.51,0.32,0.48,0.51,0.674418604651163,0.26219512195122,0.3173,0.0396999999999998,0.0569999999999999,0.7685,0.794,0.962962962962963,0.745088161209068,0.892,0.658,0.598,0.704,0.559
"S3_368",0.11,0.43,0.16,0.43,0.4,0.84,0.12,0.63,0.86,0.86,0.92,0.69,0.17,0.46,0.01,0.744186046511628,0.908536585365854,0.2773,0.2033,0.417,0.252,0.499,0.983539094650206,0.79647355163728,0.443,0.039,0.181,0.892,0.119
"S3_369",0.18,0.67,0.17,0.2,0.53,0.65,0.06,0.81,0.63,0.79,0.93,0.24,0.42,0.94,0.32,0.622093023255814,0.926829268292683,0.7031,0.1106,0.333,0.6,0.018,0.94238683127572,0.72191435768262,0.75,0.033,0.561,0.96,0.255
"S3_370",0.16,0.89,0.28,0.63,0.36,0.38,0.08,0.1,0.73,0.91,0.87,0.45,0.16,0.18,0.55,0.819767441860465,0.432926829268293,0.3511,0.7377,0.508,0.7995,0.999,0.487654320987654,0.146095717884131,0.029,0.952,0.898,0.134,0.867
"S3_371",0.36,0.7,0.8,0.45,1,0.24,0.42,0.44,0.8,0.82,0.55,0.75,0.17,0.3,0.85,0.988372093023256,0.292682926829268,0.9512,0.5827,0.907,0.4095,0.898,0.627572016460905,0.973803526448363,0.395,0.23,0.12,0.111,0.705
"S3_372",0.59,0.5,0.99,0.07,0.5,0.96,1,0.17,0.42,0.5,0.54,0.54,0.65,0.94,0.59,0.0930232558139534,0.884146341463415,0.404,0.5426,0.794,0.1235,0.086,0.481481481481481,0.117884130982368,0.817,0.116,0.273,0.633,0.681
"S3_373",0.52,0.39,0.77,0.31,0.59,0.49,0.21,0.56,0.88,0.49,0.91,0.88,0.44,0.12,0.05,0.994186046511628,0.5,0.3658,0.3062,0.581,0.7265,0.034,0.977366255144033,0.807556675062972,0.639,0.918,0.046,0.109,0.334
"S3_374",0.29,0.64,0.37,0.89,0.71,0.11,0.92,0.73,0.9,0.66,0.05,0.15,0.53,0.87,0.26,0.191860465116279,0.524390243902439,0.2569,0.0885999999999999,0.74,0.15,0.722,0.423868312757201,0.665491183879093,0.925,0.243,0.484,0.962,0.432
"S3_375",0.19,0.28,0.62,0.3,0.15,0.73,0.69,0.33,0.99,0.1,0.73,0.63,0.34,0.04,0.17,0.313953488372093,0.420731707317073,0.0207000000000001,0.189,0.675,0.4155,0.586,0.594650205761317,0.460453400503778,0.679,0.754,0.317,0.384,0.886
"S3_376",0.72,0.83,0.33,0.39,0.79,0.96,0.92,0.97,0.99,0.89,0.31,0.18,0.86,0.82,0.67,0.726744186046511,0.109756097560976,0.5567,0.5413,0.239,0.297,0.569,0.44238683127572,0.0513853904282117,0.94,0.017,0.353,0.449,0.713
"S3_377",0.97,0.71,0.81,0.55,0.27,0.19,0.22,0.75,0.29,0.18,0.42,0.9,0.33,0.55,0.97,0.63953488372093,0.304878048780488,0.3709,0.2226,0.713,0.093,0.374,0.804526748971193,0.102770780856423,0.376,0.583,0.389,0.708,0.052
"S3_378",0.73,0.98,0.03,0.53,0.09,0.25,0.3,0.64,0.01,0.4,0.54,0.97,0.45,0.65,0.2,0.5,0.518292682926829,0.909,0.8409,0.177,0.4345,0.25,0.3559670781893,0.924937027707809,0.092,0.944,0.31,0.855,0.082
"S3_379",0.89,0.34,0.39,0.04,0.38,0.12,0.05,0.26,0.54,0.85,0.32,0.21,0.66,0.83,0.14,0.261627906976744,0.628048780487805,0.9821,0.5567,0.0590000000000002,0.168,0.079,0.874485596707819,0.617128463476071,0.911,0.718,0.584,0.132,0.003
"S3_380",0.36,0.79,0.7,0.64,0.92,0.3,0.53,0.14,0.52,0.81,0.65,0.27,0.92,0.51,0.97,0.941860465116279,0.640243902439024,0.4095,0.8932,0.479,0.319,0.367,0.559670781893004,0.274055415617129,0.302,0.015,0.892,0.482,0.486
"S3_381",0.1,0.01,0.4,0.27,0.51,0.2,0.56,0.48,0.71,0.05,0.25,0.93,0.72,0.16,0.22,0.662790697674418,0.542682926829268,0.0782,0.8185,0.89,0.1905,0.315,0.0123456790123457,0.689168765743073,0.389,0.258,0.7,0.307,0.408
"S3_382",0.99,0.87,0.33,0.77,0.68,0.29,1,0.98,0.85,0.65,0.39,0.95,0.58,0.59,0.19,0.127906976744186,0.207317073170732,0.25,0.0724,0.336,0.6445,0.32,0.368312757201646,0.960705289672544,0.74,0.562,0.528,0.205,0.056
"S3_383",0.95,0.39,0.73,0.1,0.8,0.43,0.49,0.1,0.18,0.96,0.76,0.75,0.81,0.33,0.3,0.279069767441861,0.50609756097561,0.2968,0.8021,0.164,0.209,0.962,0.676954732510288,0.461964735516373,0.171,0.7,0.756,0.989,0.156
"S3_384",0.62,0.89,0.78,0.79,0.85,0.49,0.71,0.87,0.96,0.4,0.1,0.87,0.01,0.11,0.78,0.732558139534883,0.865853658536585,0.9015,0.3754,0.606,0.353,0.216,0.160493827160494,0.641309823677582,0.079,0.796,0.282,0.792,0.286
"S3_385",0.16,0.36,0.79,0.67,0.84,0.56,0.56,0.45,0.44,0.7,0.51,0.8,0.11,0.74,0.23,0.691860465116279,0.408536585365854,0.0280999999999999,0.6955,0.133,0.763,0.125,0.930041152263374,0.181360201511335,0.771,0.426,0.269,0.725,0.167
"S3_386",0.23,0.38,0.47,0.13,0.36,0.84,0.91,0.51,0.54,0.48,0.69,0.02,0.77,0.83,0.57,0.627906976744186,0.530487804878049,0.3734,0.9502,0.214,0.8525,0.632,0.440329218106996,0.241813602015113,0.8,0.439,0.039,0.654,0.171
"S3_387",0.12,0.24,0.2,0.68,0.95,0.58,0.43,0.02,0.47,0.77,0.61,0.13,0.7,0.78,0.33,0.0465116279069766,0.024390243902439,0.4418,0.5808,0.241,0.7165,0.44,0.839506172839506,0.900755667506297,0.318,0.213,0.022,0.263,0.27
